vulnerability_id,cve_id,server_id,office_id,severity,os_type,is_eol_os,component_name,is_eol_component,discovery_date
VULN-00219,CVE-2021-19843,SERVER-036,Office-B,High,Windows Server 2016,TRUE,Apache HTTP Server,FALSE,2024-04-10
VULN-00220,CVE-2024-45892,SERVER-054,Office-D,Medium,Debian 9,TRUE,Struts 2,TRUE,2024-11-09
VULN-00221,CVE-2024-64951,SERVER-022,Office-D,Low,Windows Server 2019,FALSE,PostgreSQL,FALSE,2024-12-23
VULN-00222,CVE-2022-37477,SERVER-045,Office-B,Medium,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2025-02-15
VULN-00223,CVE-2024-32455,SERVER-048,Office-C,Medium,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2025-06-09
VULN-00224,CVE-2021-68052,SERVER-047,Office-B,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2023-10-02
VULN-00225,CVE-2021-37111,SERVER-041,Office-B,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-04-25
VULN-00226,CVE-2023-50293,SERVER-051,Office-D,High,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2023-10-14
VULN-00227,CVE-2024-7759,SERVER-042,Office-D,High,CentOS 7,TRUE,PostgreSQL,FALSE,2025-04-19
VULN-00228,CVE-2023-56452,SERVER-018,Office-B,Medium,Debian 9,TRUE,nginx,FALSE,2024-09-15
VULN-00229,CVE-2025-54574,SERVER-026,Office-C,High,Linux,FALSE,PHP 5.6,TRUE,2024-01-30
VULN-00230,CVE-2022-16578,SERVER-065,Office-A,High,Windows Server 2016,TRUE,JBoss,TRUE,2024-12-17
VULN-00231,CVE-2023-79058,SERVER-046,Office-B,Medium,Windows Server 2019,FALSE,OpenSSL,FALSE,2024-04-26
VULN-00232,CVE-2021-64099,SERVER-023,Office-C,Medium,Debian 9,TRUE,JBoss,TRUE,2024-09-30
VULN-00233,CVE-2024-49077,SERVER-031,Office-A,Low,Ubuntu 20.04,FALSE,JBoss,TRUE,2024-06-09
VULN-00234,CVE-2022-76473,SERVER-021,Office-B,High,Debian 9,TRUE,Redis,FALSE,2024-04-19
VULN-00235,CVE-2025-53048,SERVER-025,Office-A,Medium,Windows Server 2019,FALSE,Python 2.7,TRUE,2025-02-08
VULN-00236,CVE-2024-60960,SERVER-018,Office-B,High,Debian 9,TRUE,JBoss,TRUE,2024-06-05
VULN-00237,CVE-2021-94154,SERVER-007,Office-D,Medium,Windows Server 2016,TRUE,Tomcat,FALSE,2024-06-20
VULN-00238,CVE-2022-26796,SERVER-018,Office-B,High,Debian 9,TRUE,IIS,FALSE,2024-10-16
VULN-00239,CVE-2022-96368,SERVER-043,Office-D,High,Windows Server 2022,FALSE,PHP 5.6,TRUE,2024-05-30
VULN-00240,CVE-2024-3065,SERVER-037,Office-B,Medium,CentOS 7,TRUE,Tomcat,FALSE,2024-10-27
VULN-00241,CVE-2021-72670,SERVER-024,Office-D,High,Windows Server 2016,TRUE,Tomcat,FALSE,2024-11-05
VULN-00242,CVE-2023-91146,SERVER-010,Office-A,Medium,Debian 9,TRUE,Struts 2,TRUE,2025-07-14
VULN-00243,CVE-2022-31690,SERVER-015,Office-B,High,Debian 9,TRUE,Tomcat,FALSE,2023-10-23
VULN-00244,CVE-2022-7797,SERVER-034,Office-A,Medium,Windows Server 2016,TRUE,Apache HTTP Server,FALSE,2024-09-27
VULN-00245,CVE-2025-88737,SERVER-007,Office-D,Medium,Windows Server 2016,TRUE,IIS,FALSE,2025-05-28
VULN-00246,CVE-2024-54807,SERVER-025,Office-A,Low,Windows Server 2019,FALSE,JBoss,TRUE,2025-06-08
VULN-00247,CVE-2022-88555,SERVER-061,Office-D,Medium,Windows Server 2019,FALSE,Struts 2,TRUE,2023-10-03
VULN-00248,CVE-2025-14861,SERVER-040,Office-B,Medium,Debian 9,TRUE,Python 2.7,TRUE,2024-01-18
VULN-00249,CVE-2023-30484,SERVER-015,Office-B,Critical,Debian 9,TRUE,Tomcat,FALSE,2024-12-14
VULN-00250,CVE-2021-80843,SERVER-057,Office-B,High,Windows Server 2022,FALSE,Struts 2,TRUE,2023-12-28
VULN-00251,CVE-2022-18019,SERVER-018,Office-B,Medium,Debian 9,TRUE,IIS,FALSE,2024-07-23
VULN-00252,CVE-2025-57004,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,PHP 5.6,TRUE,2025-02-16
VULN-00253,CVE-2022-35991,SERVER-060,Office-B,Medium,Windows Server 2016,TRUE,Redis,FALSE,2024-06-02
VULN-00254,CVE-2025-3706,SERVER-038,Office-D,Low,RedHat Enterprise Linux 8,FALSE,IIS,FALSE,2023-09-13
VULN-00255,CVE-2021-37394,SERVER-003,Office-D,Low,Windows Server 2016,TRUE,Tomcat,FALSE,2024-11-12
VULN-00256,CVE-2021-1462,SERVER-020,Office-B,Low,Linux,FALSE,Redis,FALSE,2024-04-28
VULN-00257,CVE-2025-65090,SERVER-011,Office-D,High,Debian 9,TRUE,OpenSSH,FALSE,2025-05-07
VULN-00258,CVE-2025-33175,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-06-22
VULN-00259,CVE-2025-63032,SERVER-068,Office-C,Medium,Debian 9,TRUE,Python 2.7,TRUE,2024-10-16
VULN-00260,CVE-2023-75332,SERVER-008,Office-D,Low,Windows Server 2022,FALSE,Struts 2,TRUE,2024-10-02
VULN-00261,CVE-2021-18943,SERVER-067,Office-D,Medium,CentOS 7,TRUE,PHP 5.6,TRUE,2024-11-03
VULN-00262,CVE-2023-33225,SERVER-043,Office-D,Low,Windows Server 2022,FALSE,PHP 5.6,TRUE,2024-03-27
VULN-00263,CVE-2021-73648,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,JBoss,TRUE,2023-10-14
VULN-00264,CVE-2023-93442,SERVER-059,Office-A,Low,Debian 9,TRUE,Node.js,FALSE,2024-03-03
VULN-00265,CVE-2022-76579,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,JBoss,TRUE,2024-01-20
VULN-00266,CVE-2021-49131,SERVER-061,Office-D,High,Windows Server 2019,FALSE,Struts 2,TRUE,2023-11-18
VULN-00267,CVE-2025-98143,SERVER-014,Office-D,Low,Ubuntu 20.04,FALSE,Tomcat,FALSE,2024-06-16
VULN-00268,CVE-2023-93101,SERVER-007,Office-D,High,Windows Server 2016,TRUE,OpenSSL,FALSE,2025-06-14
VULN-00269,CVE-2023-97422,SERVER-014,Office-D,Critical,Ubuntu 20.04,FALSE,Struts 2,TRUE,2025-07-03
VULN-00270,CVE-2021-29752,SERVER-068,Office-C,Critical,Debian 9,TRUE,Python 2.7,TRUE,2024-03-25
VULN-00271,CVE-2021-24437,SERVER-062,Office-A,Low,Windows Server 2016,TRUE,MySQL,FALSE,2025-05-17
VULN-00272,CVE-2022-90908,SERVER-009,Office-D,High,Debian 9,TRUE,OpenSSH,FALSE,2023-09-21
VULN-00273,CVE-2025-90785,SERVER-046,Office-B,Medium,Windows Server 2019,FALSE,Struts 2,TRUE,2025-03-13
VULN-00274,CVE-2023-20718,SERVER-003,Office-D,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2023-11-11
VULN-00275,CVE-2025-40001,SERVER-016,Office-C,High,Debian 9,TRUE,nginx,FALSE,2024-08-02
VULN-00276,CVE-2022-88980,SERVER-028,Office-B,High,Debian 9,TRUE,Struts 2,TRUE,2024-02-07
VULN-00277,CVE-2024-49410,SERVER-066,Office-A,Critical,CentOS 7,TRUE,Struts 2,TRUE,2024-10-16
VULN-00278,CVE-2025-96508,SERVER-021,Office-B,Low,Debian 9,TRUE,Struts 2,TRUE,2025-01-07
VULN-00279,CVE-2025-54311,SERVER-010,Office-A,Medium,Debian 9,TRUE,Struts 2,TRUE,2023-09-13
VULN-00280,CVE-2025-3057,SERVER-053,Office-C,High,CentOS 7,TRUE,Tomcat,FALSE,2024-05-27
VULN-00281,CVE-2022-87656,SERVER-054,Office-D,High,Debian 9,TRUE,IIS,FALSE,2023-09-20
VULN-00282,CVE-2021-35428,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2025-02-02
VULN-00283,CVE-2025-36974,SERVER-004,Office-A,Low,CentOS 7,TRUE,IIS,FALSE,2024-12-26
VULN-00284,CVE-2023-20580,SERVER-069,Office-C,Medium,Linux,FALSE,JBoss,TRUE,2024-11-18
VULN-00285,CVE-2023-4947,SERVER-043,Office-D,Low,Windows Server 2022,FALSE,Python 2.7,TRUE,2024-11-22
VULN-00286,CVE-2025-7596,SERVER-024,Office-D,Low,Windows Server 2016,TRUE,Spring Framework,FALSE,2025-06-28
VULN-00287,CVE-2023-17846,SERVER-067,Office-D,Critical,CentOS 7,TRUE,Struts 2,TRUE,2025-06-28
VULN-00288,CVE-2021-27273,SERVER-009,Office-D,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2024-12-08
VULN-00289,CVE-2025-78551,SERVER-036,Office-B,High,Windows Server 2016,TRUE,Struts 2,TRUE,2024-04-29
VULN-00290,CVE-2021-47572,SERVER-024,Office-D,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-02-29
VULN-00291,CVE-2021-55689,SERVER-060,Office-B,Critical,Windows Server 2016,TRUE,JBoss,TRUE,2025-06-27
VULN-00292,CVE-2022-58109,SERVER-043,Office-D,Medium,Windows Server 2022,FALSE,Apache HTTP Server,FALSE,2023-10-12
VULN-00293,CVE-2021-15246,SERVER-057,Office-B,Medium,Windows Server 2022,FALSE,IIS,FALSE,2025-01-14
VULN-00294,CVE-2022-97266,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2023-09-27
VULN-00295,CVE-2022-77135,SERVER-004,Office-A,High,CentOS 7,TRUE,JBoss,TRUE,2025-04-15
VULN-00296,CVE-2021-52103,SERVER-056,Office-C,High,CentOS 7,TRUE,OpenSSH,FALSE,2024-11-17
VULN-00297,CVE-2025-71351,SERVER-065,Office-A,Low,Windows Server 2016,TRUE,IIS,FALSE,2024-01-13
VULN-00298,CVE-2021-43280,SERVER-037,Office-B,Medium,CentOS 7,TRUE,Spring Framework,FALSE,2023-10-09
VULN-00299,CVE-2025-76913,SERVER-046,Office-B,High,Windows Server 2019,FALSE,IIS,FALSE,2024-01-23
VULN-00300,CVE-2025-97135,SERVER-036,Office-B,Medium,Windows Server 2016,TRUE,Struts 2,TRUE,2024-03-15
VULN-00301,CVE-2025-86562,SERVER-066,Office-A,Medium,CentOS 7,TRUE,Python 2.7,TRUE,2023-10-22
VULN-00302,CVE-2022-13687,SERVER-025,Office-A,High,Windows Server 2019,FALSE,Struts 2,TRUE,2024-03-31
VULN-00303,CVE-2024-4624,SERVER-048,Office-C,High,RedHat Enterprise Linux 8,FALSE,Node.js,FALSE,2024-12-05
VULN-00304,CVE-2022-39139,SERVER-061,Office-D,High,Windows Server 2019,FALSE,JBoss,TRUE,2024-07-30
VULN-00305,CVE-2022-43407,SERVER-040,Office-B,Medium,Debian 9,TRUE,IIS,FALSE,2024-09-14
VULN-00306,CVE-2023-76772,SERVER-018,Office-B,Low,Debian 9,TRUE,OpenSSH,FALSE,2025-03-25
VULN-00307,CVE-2024-96062,SERVER-001,Office-D,Low,Debian 9,TRUE,Apache HTTP Server,FALSE,2025-02-28
VULN-00308,CVE-2022-1648,SERVER-052,Office-A,High,Linux,FALSE,PHP 5.6,TRUE,2023-11-23
VULN-00309,CVE-2023-63793,SERVER-001,Office-D,Medium,Debian 9,TRUE,Struts 2,TRUE,2024-11-12
VULN-00310,CVE-2021-25955,SERVER-015,Office-B,Medium,Debian 9,TRUE,Python 2.7,TRUE,2023-08-21
VULN-00311,CVE-2024-43075,SERVER-026,Office-C,High,Linux,FALSE,OpenSSL,FALSE,2025-05-24
VULN-00312,CVE-2021-62547,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,PostgreSQL,FALSE,2024-06-06
VULN-00313,CVE-2025-49894,SERVER-035,Office-C,Critical,Debian 9,TRUE,Python 2.7,TRUE,2023-11-05
VULN-00314,CVE-2021-72606,SERVER-061,Office-D,Low,Windows Server 2019,FALSE,PHP 5.6,TRUE,2025-02-08
VULN-00315,CVE-2021-26480,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,PHP 5.6,TRUE,2025-01-04
VULN-00316,CVE-2023-81803,SERVER-053,Office-C,High,CentOS 7,TRUE,Tomcat,FALSE,2024-12-17
VULN-00317,CVE-2025-49516,SERVER-007,Office-D,Critical,Windows Server 2016,TRUE,Apache HTTP Server,FALSE,2024-12-25
VULN-00318,CVE-2022-1501,SERVER-026,Office-C,Critical,Linux,FALSE,JBoss,TRUE,2023-07-29
VULN-00319,CVE-2025-49030,SERVER-022,Office-D,Medium,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-08-24
VULN-00320,CVE-2024-45063,SERVER-007,Office-D,Critical,Windows Server 2016,TRUE,MySQL,FALSE,2024-12-23
VULN-00321,CVE-2023-26898,SERVER-041,Office-B,Medium,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-03-23
VULN-00322,CVE-2023-23799,SERVER-028,Office-B,Low,Debian 9,TRUE,JBoss,TRUE,2024-03-15
VULN-00323,CVE-2024-73222,SERVER-054,Office-D,High,Debian 9,TRUE,OpenSSH,FALSE,2025-04-25
VULN-00324,CVE-2025-89501,SERVER-026,Office-C,Low,Linux,FALSE,Node.js,FALSE,2024-02-14
VULN-00325,CVE-2022-62979,SERVER-027,Office-B,Low,Debian 9,TRUE,PostgreSQL,FALSE,2025-07-25
VULN-00326,CVE-2021-33186,SERVER-016,Office-C,Low,Debian 9,TRUE,JBoss,TRUE,2025-05-13
VULN-00327,CVE-2025-25200,SERVER-054,Office-D,Low,Debian 9,TRUE,Struts 2,TRUE,2024-04-04
VULN-00328,CVE-2024-58840,SERVER-068,Office-C,Critical,Debian 9,TRUE,Apache HTTP Server,FALSE,2024-04-11
VULN-00329,CVE-2023-37244,SERVER-025,Office-A,High,Windows Server 2019,FALSE,JBoss,TRUE,2024-03-26
VULN-00330,CVE-2025-26305,SERVER-061,Office-D,Medium,Windows Server 2019,FALSE,PHP 5.6,TRUE,2023-12-21
VULN-00331,CVE-2023-92398,SERVER-066,Office-A,High,CentOS 7,TRUE,Redis,FALSE,2024-01-26
VULN-00332,CVE-2024-58783,SERVER-050,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2024-06-04
VULN-00333,CVE-2021-35525,SERVER-024,Office-D,Medium,Windows Server 2016,TRUE,Node.js,FALSE,2025-04-18
VULN-00334,CVE-2022-44510,SERVER-059,Office-A,Critical,Debian 9,TRUE,Node.js,FALSE,2025-01-28
VULN-00335,CVE-2023-93412,SERVER-034,Office-A,Critical,Windows Server 2016,TRUE,PHP 5.6,TRUE,2023-11-26
VULN-00336,CVE-2023-59856,SERVER-002,Office-D,High,Ubuntu 20.04,FALSE,Redis,FALSE,2025-02-06
VULN-00337,CVE-2024-72934,SERVER-049,Office-C,Medium,Windows Server 2019,FALSE,JBoss,TRUE,2024-01-28
VULN-00338,CVE-2021-37837,SERVER-008,Office-D,High,Windows Server 2022,FALSE,Struts 2,TRUE,2024-06-29
VULN-00339,CVE-2021-71634,SERVER-065,Office-A,Medium,Windows Server 2016,TRUE,JBoss,TRUE,2025-06-11
VULN-00340,CVE-2021-6178,SERVER-022,Office-D,Critical,Windows Server 2019,FALSE,OpenSSL,FALSE,2024-02-22
VULN-00341,CVE-2021-3747,SERVER-030,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2023-09-19
VULN-00342,CVE-2021-23170,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,OpenSSL,FALSE,2024-03-27
VULN-00343,CVE-2024-6852,SERVER-051,Office-D,High,Ubuntu 20.04,FALSE,nginx,FALSE,2024-03-13
VULN-00344,CVE-2024-66047,SERVER-043,Office-D,Medium,Windows Server 2022,FALSE,OpenSSL,FALSE,2023-12-27
VULN-00345,CVE-2022-40954,SERVER-067,Office-D,Medium,CentOS 7,TRUE,nginx,FALSE,2024-01-03
VULN-00346,CVE-2024-7162,SERVER-035,Office-C,High,Debian 9,TRUE,Node.js,FALSE,2025-04-13
VULN-00347,CVE-2022-27219,SERVER-059,Office-A,Medium,Debian 9,TRUE,OpenSSL,FALSE,2024-12-21
VULN-00348,CVE-2022-84695,SERVER-041,Office-B,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-03-19
VULN-00349,CVE-2022-94640,SERVER-040,Office-B,Critical,Debian 9,TRUE,PostgreSQL,FALSE,2024-12-07
VULN-00350,CVE-2022-31260,SERVER-061,Office-D,High,Windows Server 2019,FALSE,Spring Framework,FALSE,2024-06-04
VULN-00351,CVE-2024-87013,SERVER-044,Office-D,Medium,CentOS 7,TRUE,Redis,FALSE,2025-03-22
VULN-00352,CVE-2022-37158,SERVER-010,Office-A,High,Debian 9,TRUE,Python 2.7,TRUE,2023-09-29
VULN-00353,CVE-2021-38261,SERVER-020,Office-B,High,Linux,FALSE,Struts 2,TRUE,2023-07-26
VULN-00354,CVE-2023-34801,SERVER-037,Office-B,High,CentOS 7,TRUE,OpenSSH,FALSE,2024-07-11
VULN-00355,CVE-2024-27742,SERVER-003,Office-D,Low,Windows Server 2016,TRUE,Struts 2,TRUE,2024-05-21
VULN-00356,CVE-2023-80224,SERVER-044,Office-D,Medium,CentOS 7,TRUE,JBoss,TRUE,2025-07-13
VULN-00357,CVE-2024-86030,SERVER-005,Office-C,High,Windows Server 2022,FALSE,Struts 2,TRUE,2024-04-04
VULN-00358,CVE-2023-31508,SERVER-031,Office-A,Medium,Ubuntu 20.04,FALSE,IIS,FALSE,2023-08-18
VULN-00359,CVE-2021-5885,SERVER-021,Office-B,Low,Debian 9,TRUE,Struts 2,TRUE,2024-11-21
VULN-00360,CVE-2022-38087,SERVER-012,Office-B,High,Debian 9,TRUE,PHP 5.6,TRUE,2023-11-13
VULN-00361,CVE-2022-61337,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,Node.js,FALSE,2024-06-25
VULN-00362,CVE-2021-72711,SERVER-051,Office-D,High,Ubuntu 20.04,FALSE,Apache HTTP Server,FALSE,2025-02-13
VULN-00363,CVE-2023-10003,SERVER-034,Office-A,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-06-01
VULN-00364,CVE-2025-37947,SERVER-047,Office-B,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2023-12-29
VULN-00365,CVE-2023-91551,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2024-01-22
VULN-00366,CVE-2023-14712,SERVER-042,Office-D,High,CentOS 7,TRUE,Python 2.7,TRUE,2024-09-25
VULN-00367,CVE-2025-71380,SERVER-022,Office-D,High,Windows Server 2019,FALSE,OpenSSL,FALSE,2025-01-05
VULN-00368,CVE-2024-98412,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2025-05-17
VULN-00369,CVE-2023-51909,SERVER-035,Office-C,Medium,Debian 9,TRUE,Struts 2,TRUE,2024-07-29
VULN-00370,CVE-2022-74480,SERVER-069,Office-C,Low,Linux,FALSE,PHP 5.6,TRUE,2025-05-06
VULN-00371,CVE-2022-48154,SERVER-066,Office-A,High,CentOS 7,TRUE,Node.js,FALSE,2024-10-07
VULN-00372,CVE-2022-88185,SERVER-062,Office-A,Medium,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-01-26
VULN-00373,CVE-2022-70002,SERVER-005,Office-C,Medium,Windows Server 2022,FALSE,Python 2.7,TRUE,2024-06-14
VULN-00374,CVE-2021-2607,SERVER-017,Office-A,Medium,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2024-02-01
VULN-00375,CVE-2022-50796,SERVER-043,Office-D,Medium,Windows Server 2022,FALSE,Apache HTTP Server,FALSE,2023-09-19
VULN-00376,CVE-2021-10516,SERVER-034,Office-A,High,Windows Server 2016,TRUE,JBoss,TRUE,2023-09-20
VULN-00377,CVE-2025-34804,SERVER-006,Office-D,Low,CentOS 7,TRUE,Python 2.7,TRUE,2023-07-29
VULN-00378,CVE-2021-50626,SERVER-031,Office-A,Medium,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2024-11-04
VULN-00379,CVE-2025-79129,SERVER-054,Office-D,Medium,Debian 9,TRUE,JBoss,TRUE,2023-10-10
VULN-00380,CVE-2025-67789,SERVER-008,Office-D,High,Windows Server 2022,FALSE,Python 2.7,TRUE,2025-03-09
VULN-00381,CVE-2022-78716,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2023-07-31
VULN-00382,CVE-2024-48595,SERVER-044,Office-D,High,CentOS 7,TRUE,OpenSSH,FALSE,2024-06-20
VULN-00383,CVE-2024-10593,SERVER-002,Office-D,Critical,Ubuntu 20.04,FALSE,Node.js,FALSE,2024-07-24
VULN-00384,CVE-2024-81800,SERVER-024,Office-D,Low,Windows Server 2016,TRUE,JBoss,TRUE,2023-12-31
VULN-00385,CVE-2025-80943,SERVER-049,Office-C,Low,Windows Server 2019,FALSE,Node.js,FALSE,2023-12-25
VULN-00386,CVE-2021-62168,SERVER-037,Office-B,Critical,CentOS 7,TRUE,Spring Framework,FALSE,2025-02-17
VULN-00387,CVE-2025-53247,SERVER-022,Office-D,Medium,Windows Server 2019,FALSE,Node.js,FALSE,2023-12-23
VULN-00388,CVE-2025-44639,SERVER-035,Office-C,Critical,Debian 9,TRUE,JBoss,TRUE,2023-09-27
VULN-00389,CVE-2023-7094,SERVER-040,Office-B,Medium,Debian 9,TRUE,JBoss,TRUE,2024-12-01
VULN-00390,CVE-2023-49645,SERVER-038,Office-D,Low,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2023-08-21
VULN-00391,CVE-2025-71333,SERVER-052,Office-A,Medium,Linux,FALSE,JBoss,TRUE,2025-05-31
VULN-00392,CVE-2022-41014,SERVER-024,Office-D,Low,Windows Server 2016,TRUE,Struts 2,TRUE,2024-07-29
VULN-00393,CVE-2023-44781,SERVER-012,Office-B,Low,Debian 9,TRUE,OpenSSH,FALSE,2025-03-28
VULN-00394,CVE-2021-25896,SERVER-043,Office-D,Medium,Windows Server 2022,FALSE,Spring Framework,FALSE,2025-01-15
VULN-00395,CVE-2021-23939,SERVER-046,Office-B,Low,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-11-11
VULN-00396,CVE-2022-18693,SERVER-015,Office-B,Low,Debian 9,TRUE,PHP 5.6,TRUE,2024-11-22
VULN-00397,CVE-2025-65023,SERVER-037,Office-B,Low,CentOS 7,TRUE,Struts 2,TRUE,2025-05-29
VULN-00398,CVE-2025-71918,SERVER-028,Office-B,Critical,Debian 9,TRUE,OpenSSH,FALSE,2025-01-31
VULN-00399,CVE-2022-60995,SERVER-049,Office-C,Low,Windows Server 2019,FALSE,Struts 2,TRUE,2023-11-12
VULN-00400,CVE-2021-67212,SERVER-046,Office-B,Medium,Windows Server 2019,FALSE,MySQL,FALSE,2025-04-18
VULN-00401,CVE-2023-80013,SERVER-028,Office-B,Medium,Debian 9,TRUE,nginx,FALSE,2024-12-22
VULN-00402,CVE-2025-9162,SERVER-067,Office-D,Medium,CentOS 7,TRUE,JBoss,TRUE,2024-02-18
VULN-00403,CVE-2025-16809,SERVER-041,Office-B,High,Windows Server 2016,TRUE,JBoss,TRUE,2024-07-12
VULN-00404,CVE-2025-94793,SERVER-054,Office-D,Low,Debian 9,TRUE,Struts 2,TRUE,2024-08-15
VULN-00405,CVE-2022-27266,SERVER-030,Office-D,High,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2024-08-02
VULN-00406,CVE-2023-69359,SERVER-069,Office-C,High,Linux,FALSE,Struts 2,TRUE,2024-02-25
VULN-00407,CVE-2023-93064,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2023-10-23
VULN-00408,CVE-2023-43091,SERVER-047,Office-B,Critical,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2024-10-22
VULN-00409,CVE-2025-85737,SERVER-035,Office-C,Medium,Debian 9,TRUE,Struts 2,TRUE,2025-06-27
VULN-00410,CVE-2024-68448,SERVER-041,Office-B,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2023-12-09
VULN-00411,CVE-2024-49802,SERVER-004,Office-A,Medium,CentOS 7,TRUE,JBoss,TRUE,2024-03-02
VULN-00412,CVE-2025-54585,SERVER-016,Office-C,High,Debian 9,TRUE,Node.js,FALSE,2024-09-16
VULN-00413,CVE-2021-35772,SERVER-067,Office-D,Low,CentOS 7,TRUE,Node.js,FALSE,2023-10-24
VULN-00414,CVE-2025-48822,SERVER-007,Office-D,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2025-07-24
VULN-00415,CVE-2022-95796,SERVER-066,Office-A,Medium,CentOS 7,TRUE,PHP 5.6,TRUE,2024-04-03
VULN-00416,CVE-2021-71962,SERVER-011,Office-D,Low,Debian 9,TRUE,OpenSSH,FALSE,2025-01-19
VULN-00417,CVE-2022-32164,SERVER-066,Office-A,Critical,CentOS 7,TRUE,PostgreSQL,FALSE,2025-02-03
VULN-00418,CVE-2024-95975,SERVER-054,Office-D,Medium,Debian 9,TRUE,JBoss,TRUE,2025-04-25
VULN-00419,CVE-2023-69618,SERVER-066,Office-A,High,CentOS 7,TRUE,IIS,FALSE,2025-01-12
VULN-00420,CVE-2022-59550,SERVER-067,Office-D,High,CentOS 7,TRUE,Struts 2,TRUE,2023-11-12
VULN-00421,CVE-2022-5375,SERVER-006,Office-D,High,CentOS 7,TRUE,Redis,FALSE,2024-06-16
VULN-00422,CVE-2024-40827,SERVER-030,Office-D,High,RedHat Enterprise Linux 8,FALSE,OpenSSL,FALSE,2025-05-12
VULN-00423,CVE-2023-34400,SERVER-061,Office-D,Low,Windows Server 2019,FALSE,Struts 2,TRUE,2024-12-27
VULN-00424,CVE-2024-51287,SERVER-012,Office-B,Low,Debian 9,TRUE,OpenSSL,FALSE,2023-09-27
VULN-00425,CVE-2023-75601,SERVER-023,Office-C,Medium,Debian 9,TRUE,OpenSSH,FALSE,2024-09-15
VULN-00426,CVE-2023-59837,SERVER-038,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2024-11-23
VULN-00427,CVE-2022-89611,SERVER-052,Office-A,Low,Linux,FALSE,Redis,FALSE,2024-11-14
VULN-00428,CVE-2022-10304,SERVER-052,Office-A,Medium,Linux,FALSE,MySQL,FALSE,2024-06-05
VULN-00429,CVE-2024-62985,SERVER-037,Office-B,High,CentOS 7,TRUE,Tomcat,FALSE,2023-11-08
VULN-00430,CVE-2023-11132,SERVER-051,Office-D,Critical,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2025-04-20
VULN-00431,CVE-2021-71835,SERVER-020,Office-B,Critical,Linux,FALSE,Redis,FALSE,2024-10-08
VULN-00432,CVE-2023-78897,SERVER-024,Office-D,High,Windows Server 2016,TRUE,Struts 2,TRUE,2025-05-23
VULN-00433,CVE-2024-77305,SERVER-020,Office-B,High,Linux,FALSE,Apache HTTP Server,FALSE,2024-03-25
VULN-00434,CVE-2025-9722,SERVER-001,Office-D,Medium,Debian 9,TRUE,JBoss,TRUE,2025-04-13
VULN-00435,CVE-2024-71598,SERVER-035,Office-C,Medium,Debian 9,TRUE,MySQL,FALSE,2023-10-19
VULN-00436,CVE-2022-40500,SERVER-027,Office-B,Critical,Debian 9,TRUE,Python 2.7,TRUE,2025-02-09
VULN-00437,CVE-2021-60390,SERVER-041,Office-B,Medium,Windows Server 2016,TRUE,MySQL,FALSE,2024-04-01
